uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
PR,COVID,OUTRO,"60 - 69",F,1
PR,COVID,OUTRO,"60 - 69",M,2
PR,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
PR,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
PR,INDETERMINADA,DOMICILIO,"60 - 69",F,3
PR,INDETERMINADA,DOMICILIO,"60 - 69",M,2
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,4
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,2
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,13
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,14
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
PR,PNEUMONIA,DOMICILIO,"60 - 69",F,1
PR,PNEUMONIA,HOSPITAL,"60 - 69",F,20
PR,PNEUMONIA,HOSPITAL,"60 - 69",M,33
PR,PNEUMONIA,OUTRO,"60 - 69",M,1
PR,SEPTICEMIA,HOSPITAL,"60 - 69",F,20
PR,SEPTICEMIA,HOSPITAL,"60 - 69",M,32
PR,SRAG,HOSPITAL,"60 - 69",F,2
PR,SRAG,HOSPITAL,"60 - 69",M,2
RJ,OUTRAS,DOMICILIO,"60 - 69",F,82
RJ,OUTRAS,DOMICILIO,"60 - 69",M,99
RJ,OUTRAS,HOSPITAL,"60 - 69",F,164
RJ,OUTRAS,HOSPITAL,"60 - 69",M,202
RJ,OUTRAS,IGNORADO,"60 - 69",M,1
RJ,OUTRAS,OUTRO,"60 - 69",F,2
RJ,OUTRAS,OUTRO,"60 - 69",M,12
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,53
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,68
RJ,OUTRAS,VIA_PUBLICA,"60 - 69",M,4
RJ,COVID,DOMICILIO,"60 - 69",F,5
RJ,COVID,DOMICILIO,"60 - 69",M,4
RJ,COVID,HOSPITAL,"60 - 69",F,191
RJ,COVID,HOSPITAL,"60 - 69",I,1
RJ,COVID,HOSPITAL,"60 - 69",M,263
RJ,COVID,IGNORADO,"60 - 69",M,1
RJ,COVID,OUTRO,"60 - 69",F,2
RJ,COVID,OUTRO,"60 - 69",M,1
RJ,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,15
RJ,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,15
RJ,INDETERMINADA,DOMICILIO,"60 - 69",F,2
RJ,INDETERMINADA,DOMICILIO,"60 - 69",M,6
RJ,INDETERMINADA,HOSPITAL,"60 - 69",F,2
RJ,INDETERMINADA,HOSPITAL,"60 - 69",M,5
RJ,INDETERMINADA,OUTRO,"60 - 69",M,2
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,5
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,4
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,7
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,38
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,39
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,14
RJ,PNEUMONIA,DOMICILIO,"60 - 69",F,1
RJ,PNEUMONIA,DOMICILIO,"60 - 69",M,4
RJ,PNEUMONIA,HOSPITAL,"60 - 69",F,55
RJ,PNEUMONIA,HOSPITAL,"60 - 69",M,75
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,7
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,9
RJ,SEPTICEMIA,DOMICILIO,"60 - 69",M,3
RJ,SEPTICEMIA,HOSPITAL,"60 - 69",F,53
RJ,SEPTICEMIA,HOSPITAL,"60 - 69",M,88
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,11
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,8
RJ,SRAG,HOSPITAL,"60 - 69",F,7
RJ,SRAG,HOSPITAL,"60 - 69",M,3
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
RN,OUTRAS,DOMICILIO,"60 - 69",F,2
RN,OUTRAS,DOMICILIO,"60 - 69",M,2
RN,OUTRAS,HOSPITAL,"60 - 69",F,6
RN,OUTRAS,HOSPITAL,"60 - 69",M,13
RN,OUTRAS,OUTRO,"60 - 69",F,1
RN,OUTRAS,OUTRO,"60 - 69",M,1
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,3
RN,OUTRAS,VIA_PUBLICA,"60 - 69",M,1
RN,COVID,HOSPITAL,"60 - 69",F,6
RN,COVID,HOSPITAL,"60 - 69",M,15
RN,INDETERMINADA,DOMICILIO,"60 - 69",M,1
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,3
RN,PNEUMONIA,HOSPITAL,"60 - 69",F,2
RN,PNEUMONIA,HOSPITAL,"60 - 69",M,3
RN,SEPTICEMIA,DOMICILIO,"60 - 69",M,1
RN,SEPTICEMIA,HOSPITAL,"60 - 69",F,2
RN,SEPTICEMIA,HOSPITAL,"60 - 69",M,10
RN,SRAG,HOSPITAL,"60 - 69",F,1
RO,OUTRAS,DOMICILIO,"60 - 69",F,1
RO,OUTRAS,DOMICILIO,"60 - 69",M,7
RO,OUTRAS,HOSPITAL,"60 - 69",F,15
RO,OUTRAS,HOSPITAL,"60 - 69",M,11
RO,OUTRAS,OUTRO,"60 - 69",M,1
RO,COVID,DOMICILIO,"60 - 69",M,1
RO,COVID,HOSPITAL,"60 - 69",F,21
RO,COVID,HOSPITAL,"60 - 69",M,22
RO,COVID,VIA_PUBLICA,"60 - 69",F,1
RO,INDETERMINADA,DOMICILIO,"60 - 69",M,1
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,3
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,2
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,3
RO,PNEUMONIA,HOSPITAL,"60 - 69",F,3
RO,PNEUMONIA,HOSPITAL,"60 - 69",M,5
RO,SEPTICEMIA,HOSPITAL,"60 - 69",F,4
RO,SEPTICEMIA,HOSPITAL,"60 - 69",M,5
RR,OUTRAS,DOMICILIO,"60 - 69",F,1
RR,OUTRAS,HOSPITAL,"60 - 69",F,1
RR,OUTRAS,HOSPITAL,"60 - 69",M,4
RR,COVID,HOSPITAL,"60 - 69",F,5
RR,COVID,HOSPITAL,"60 - 69",M,3
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,2
RR,PNEUMONIA,HOSPITAL,"60 - 69",M,2
RR,SEPTICEMIA,HOSPITAL,"60 - 69",M,3
RS,OUTRAS,DOMICILIO,"60 - 69",F,42
RS,OUTRAS,DOMICILIO,"60 - 69",M,63
RS,OUTRAS,HOSPITAL,"60 - 69",F,98
RS,OUTRAS,HOSPITAL,"60 - 69",I,1
RS,OUTRAS,HOSPITAL,"60 - 69",M,154
RS,OUTRAS,IGNORADO,"60 - 69",F,1
RS,OUTRAS,IGNORADO,"60 - 69",M,3
RS,OUTRAS,OUTRO,"60 - 69",F,5
RS,OUTRAS,OUTRO,"60 - 69",M,9
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,10
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,9
RS,OUTRAS,VIA_PUBLICA,"60 - 69",M,1
RS,COVID,DOMICILIO,"60 - 69",F,1
RS,COVID,HOSPITAL,"60 - 69",F,73
RS,COVID,HOSPITAL,"60 - 69",M,105
RS,COVID,IGNORADO,"60 - 69",F,1
RS,COVID,IGNORADO,"60 - 69",M,6
RS,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
RS,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
RS,INDETERMINADA,DOMICILIO,"60 - 69",F,2
RS,INDETERMINADA,DOMICILIO,"60 - 69",M,1
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,3
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,3
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,23
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,30
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",F,1
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
RS,PNEUMONIA,DOMICILIO,"60 - 69",F,1
RS,PNEUMONIA,DOMICILIO,"60 - 69",M,1
RS,PNEUMONIA,HOSPITAL,"60 - 69",F,24
RS,PNEUMONIA,HOSPITAL,"60 - 69",M,45
RS,PNEUMONIA,IGNORADO,"60 - 69",M,2
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
RS,SEPTICEMIA,HOSPITAL,"60 - 69",F,46
RS,SEPTICEMIA,HOSPITAL,"60 - 69",M,44
RS,SEPTICEMIA,IGNORADO,"60 - 69",M,1
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
RS,SRAG,HOSPITAL,"60 - 69",F,1
RS,SRAG,HOSPITAL,"60 - 69",M,2
SC,OUTRAS,DOMICILIO,"60 - 69",F,19
SC,OUTRAS,DOMICILIO,"60 - 69",M,41
SC,OUTRAS,HOSPITAL,"60 - 69",F,44
SC,OUTRAS,HOSPITAL,"60 - 69",M,69
SC,OUTRAS,OUTRO,"60 - 69",M,3
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
SC,OUTRAS,VIA_PUBLICA,"60 - 69",F,2
SC,OUTRAS,VIA_PUBLICA,"60 - 69",M,1
SC,COVID,DOMICILIO,"60 - 69",M,1
SC,COVID,HOSPITAL,"60 - 69",F,46
SC,COVID,HOSPITAL,"60 - 69",M,95
SC,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
SC,COVID,VIA_PUBLICA,"60 - 69",F,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,4
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,2
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,6
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,7
SC,PNEUMONIA,DOMICILIO,"60 - 69",M,1
SC,PNEUMONIA,HOSPITAL,"60 - 69",F,18
SC,PNEUMONIA,HOSPITAL,"60 - 69",M,16
SC,SEPTICEMIA,HOSPITAL,"60 - 69",F,19
SC,SEPTICEMIA,HOSPITAL,"60 - 69",M,22
SC,SRAG,HOSPITAL,"60 - 69",F,1
SC,SRAG,HOSPITAL,"60 - 69",M,2
SE,OUTRAS,DOMICILIO,"60 - 69",F,1
SE,OUTRAS,DOMICILIO,"60 - 69",M,6
SE,OUTRAS,HOSPITAL,"60 - 69",F,7
SE,OUTRAS,HOSPITAL,"60 - 69",M,14
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,4
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
SE,COVID,HOSPITAL,"60 - 69",F,1
SE,COVID,HOSPITAL,"60 - 69",M,14
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,1
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,4
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,1
SE,PNEUMONIA,HOSPITAL,"60 - 69",F,1
SE,SEPTICEMIA,HOSPITAL,"60 - 69",F,4
SE,SEPTICEMIA,HOSPITAL,"60 - 69",M,3
SE,SRAG,HOSPITAL,"60 - 69",M,1
SP,OUTRAS,DOMICILIO,"60 - 69",F,106
SP,OUTRAS,DOMICILIO,"60 - 69",I,1
SP,OUTRAS,DOMICILIO,"60 - 69",M,191
SP,OUTRAS,HOSPITAL,"60 - 69",F,283
SP,OUTRAS,HOSPITAL,"60 - 69",I,2
SP,OUTRAS,HOSPITAL,"60 - 69",M,445
SP,OUTRAS,IGNORADO,"60 - 69",I,1
SP,OUTRAS,IGNORADO,"60 - 69",M,1
SP,OUTRAS,OUTRO,"60 - 69",F,12
SP,OUTRAS,OUTRO,"60 - 69",M,27
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,28
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,48
SP,OUTRAS,POSTO_SAUDE,"60 - 69",F,2
SP,OUTRAS,POSTO_SAUDE,"60 - 69",M,2
SP,OUTRAS,VIA_PUBLICA,"60 - 69",F,1
SP,OUTRAS,VIA_PUBLICA,"60 - 69",M,15
SP,COVID,DOMICILIO,"60 - 69",F,1
SP,COVID,DOMICILIO,"60 - 69",M,8
SP,COVID,HOSPITAL,"60 - 69",F,282
SP,COVID,HOSPITAL,"60 - 69",M,444
SP,COVID,IGNORADO,"60 - 69",F,3
SP,COVID,IGNORADO,"60 - 69",M,1
SP,COVID,OUTRO,"60 - 69",F,3
SP,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
SP,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,7
SP,INDETERMINADA,DOMICILIO,"60 - 69",F,2
SP,INDETERMINADA,DOMICILIO,"60 - 69",M,2
SP,INDETERMINADA,HOSPITAL,"60 - 69",M,1
SP,INDETERMINADA,OUTRO,"60 - 69",M,1
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,5
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,7
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,74
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,86
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"60 - 69",M,2
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,2
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,5
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,8
SP,PNEUMONIA,DOMICILIO,"60 - 69",F,2
SP,PNEUMONIA,DOMICILIO,"60 - 69",M,5
SP,PNEUMONIA,HOSPITAL,"60 - 69",F,114
SP,PNEUMONIA,HOSPITAL,"60 - 69",M,166
SP,PNEUMONIA,IGNORADO,"60 - 69",M,1
SP,PNEUMONIA,OUTRO,"60 - 69",F,1
SP,PNEUMONIA,OUTRO,"60 - 69",M,1
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,3
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,6
SP,SEPTICEMIA,DOMICILIO,"60 - 69",F,2
SP,SEPTICEMIA,HOSPITAL,"60 - 69",F,128
SP,SEPTICEMIA,HOSPITAL,"60 - 69",M,139
SP,SEPTICEMIA,IGNORADO,"60 - 69",F,1
SP,SEPTICEMIA,OUTRO,"60 - 69",M,1
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,5
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,5
SP,SRAG,HOSPITAL,"60 - 69",F,3
SP,SRAG,HOSPITAL,"60 - 69",M,11
SP,SRAG,OUTRO,"60 - 69",M,1
SP,SRAG,OUTROS_SERVICOS_SAUDE,"60 - 69",M,1
TO,OUTRAS,DOMICILIO,"60 - 69",F,1
TO,OUTRAS,DOMICILIO,"60 - 69",M,1
TO,OUTRAS,HOSPITAL,"60 - 69",F,2
TO,OUTRAS,HOSPITAL,"60 - 69",M,4
TO,OUTRAS,VIA_PUBLICA,"60 - 69",M,1
TO,COVID,HOSPITAL,"60 - 69",F,2
TO,COVID,HOSPITAL,"60 - 69",M,5
TO,PNEUMONIA,HOSPITAL,"60 - 69",F,2
TO,PNEUMONIA,HOSPITAL,"60 - 69",M,4
TO,SEPTICEMIA,HOSPITAL,"60 - 69",F,4
TO,SEPTICEMIA,HOSPITAL,"60 - 69",M,2
AC,OUTRAS,DOMICILIO,"70 - 79",F,1
AC,OUTRAS,DOMICILIO,"70 - 79",M,4
AC,OUTRAS,HOSPITAL,"70 - 79",F,2
AC,OUTRAS,HOSPITAL,"70 - 79",M,4
AC,OUTRAS,OUTRO,"70 - 79",F,1
AC,COVID,DOMICILIO,"70 - 79",F,1
AC,COVID,DOMICILIO,"70 - 79",M,1
AC,COVID,HOSPITAL,"70 - 79",F,3
AC,COVID,HOSPITAL,"70 - 79",M,6
AC,PNEUMONIA,HOSPITAL,"70 - 79",F,2
AC,PNEUMONIA,HOSPITAL,"70 - 79",M,5
AC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
AC,SEPTICEMIA,HOSPITAL,"70 - 79",F,2
AC,SEPTICEMIA,HOSPITAL,"70 - 79",M,2
AC,SRAG,HOSPITAL,"70 - 79",F,1
AL,OUTRAS,DOMICILIO,"70 - 79",F,7
AL,OUTRAS,DOMICILIO,"70 - 79",M,14
AL,OUTRAS,HOSPITAL,"70 - 79",F,6
AL,OUTRAS,HOSPITAL,"70 - 79",M,11
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,2
AL,OUTRAS,VIA_PUBLICA,"70 - 79",F,1
AL,OUTRAS,VIA_PUBLICA,"70 - 79",M,1
AL,COVID,HOSPITAL,"70 - 79",F,16
AL,COVID,HOSPITAL,"70 - 79",M,14
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,2
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,4
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,4
AL,PNEUMONIA,DOMICILIO,"70 - 79",F,1
AL,PNEUMONIA,DOMICILIO,"70 - 79",M,2
AL,PNEUMONIA,HOSPITAL,"70 - 79",F,3
AL,PNEUMONIA,HOSPITAL,"70 - 79",M,6
AL,SEPTICEMIA,HOSPITAL,"70 - 79",F,4
AL,SEPTICEMIA,HOSPITAL,"70 - 79",M,3
AL,SRAG,HOSPITAL,"70 - 79",M,4
AM,OUTRAS,DOMICILIO,"70 - 79",F,14
AM,OUTRAS,DOMICILIO,"70 - 79",M,32
AM,OUTRAS,HOSPITAL,"70 - 79",F,16
AM,OUTRAS,HOSPITAL,"70 - 79",M,26
AM,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
AM,OUTRAS,VIA_PUBLICA,"70 - 79",M,2
AM,COVID,DOMICILIO,"70 - 79",F,5
AM,COVID,DOMICILIO,"70 - 79",M,5
AM,COVID,HOSPITAL,"70 - 79",F,68
AM,COVID,HOSPITAL,"70 - 79",M,86
AM,COVID,OUTRO,"70 - 79",F,1
AM,COVID,OUTRO,"70 - 79",M,1
AM,INDETERMINADA,DOMICILIO,"70 - 79",F,3
AM,INDETERMINADA,DOMICILIO,"70 - 79",M,1
AM,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,1
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,2
AM,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,3
AM,PNEUMONIA,DOMICILIO,"70 - 79",F,1
AM,PNEUMONIA,DOMICILIO,"70 - 79",M,2
AM,PNEUMONIA,HOSPITAL,"70 - 79",F,14
AM,PNEUMONIA,HOSPITAL,"70 - 79",M,18
AM,PNEUMONIA,OUTRO,"70 - 79",F,1
AM,SEPTICEMIA,HOSPITAL,"70 - 79",F,7
AM,SEPTICEMIA,HOSPITAL,"70 - 79",M,7
AM,SRAG,DOMICILIO,"70 - 79",M,2
AM,SRAG,HOSPITAL,"70 - 79",F,18
AM,SRAG,HOSPITAL,"70 - 79",M,11
AP,OUTRAS,DOMICILIO,"70 - 79",M,1
AP,OUTRAS,HOSPITAL,"70 - 79",F,2
AP,OUTRAS,HOSPITAL,"70 - 79",M,2
AP,COVID,HOSPITAL,"70 - 79",F,1
AP,COVID,HOSPITAL,"70 - 79",M,4
AP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,1
AP,PNEUMONIA,HOSPITAL,"70 - 79",F,2
AP,PNEUMONIA,HOSPITAL,"70 - 79",M,1
AP,SEPTICEMIA,HOSPITAL,"70 - 79",F,1
AP,SEPTICEMIA,HOSPITAL,"70 - 79",M,2
BA,OUTRAS,DOMICILIO,"70 - 79",F,58
BA,OUTRAS,DOMICILIO,"70 - 79",M,59
BA,OUTRAS,HOSPITAL,"70 - 79",F,65
BA,OUTRAS,HOSPITAL,"70 - 79",M,73
BA,OUTRAS,IGNORADO,"70 - 79",F,1
BA,OUTRAS,IGNORADO,"70 - 79",M,1
BA,OUTRAS,OUTRO,"70 - 79",F,5
BA,OUTRAS,OUTRO,"70 - 79",M,3
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,14
BA,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,8
BA,OUTRAS,VIA_PUBLICA,"70 - 79",M,2
BA,COVID,DOMICILIO,"70 - 79",F,1
BA,COVID,DOMICILIO,"70 - 79",M,1
BA,COVID,HOSPITAL,"70 - 79",F,37
BA,COVID,HOSPITAL,"70 - 79",M,82
BA,COVID,OUTRO,"70 - 79",F,1
BA,COVID,OUTRO,"70 - 79",M,1
BA,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
BA,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,3
BA,INDETERMINADA,DOMICILIO,"70 - 79",M,1
BA,INDETERMINADA,OUTRO,"70 - 79",M,1
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,7
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,3
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,22
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,12
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,3
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
BA,PNEUMONIA,DOMICILIO,"70 - 79",F,2
BA,PNEUMONIA,DOMICILIO,"70 - 79",M,3
BA,PNEUMONIA,HOSPITAL,"70 - 79",F,18
BA,PNEUMONIA,HOSPITAL,"70 - 79",M,23
BA,PNEUMONIA,IGNORADO,"70 - 79",F,1
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
BA,SEPTICEMIA,DOMICILIO,"70 - 79",F,1
BA,SEPTICEMIA,DOMICILIO,"70 - 79",M,2
BA,SEPTICEMIA,HOSPITAL,"70 - 79",F,20
BA,SEPTICEMIA,HOSPITAL,"70 - 79",M,20
BA,SEPTICEMIA,OUTRO,"70 - 79",F,1
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,2
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,6
BA,SRAG,HOSPITAL,"70 - 79",M,2
CE,OUTRAS,DOMICILIO,"70 - 79",F,22
CE,OUTRAS,DOMICILIO,"70 - 79",M,20
CE,OUTRAS,HOSPITAL,"70 - 79",F,24
CE,OUTRAS,HOSPITAL,"70 - 79",M,18
CE,OUTRAS,IGNORADO,"70 - 79",F,13
CE,OUTRAS,IGNORADO,"70 - 79",M,9
CE,OUTRAS,OUTRO,"70 - 79",F,1
CE,OUTRAS,OUTRO,"70 - 79",M,3
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",F,3
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"70 - 79",M,5
CE,OUTRAS,VIA_PUBLICA,"70 - 79",F,2
CE,COVID,HOSPITAL,"70 - 79",F,18
CE,COVID,HOSPITAL,"70 - 79",M,18
CE,COVID,IGNORADO,"70 - 79",F,1
CE,COVID,IGNORADO,"70 - 79",M,4
CE,COVID,OUTRO,"70 - 79",F,1
CE,COVID,OUTRO,"70 - 79",M,1
CE,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
CE,COVID,OUTROS_SERVICOS_SAUDE,"70 - 79",M,3
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",F,4
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",F,7
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,5
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",F,2
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"70 - 79",M,2
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"70 - 79",F,1
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",F,1
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
CE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"70 - 79",M,1
CE,PNEUMONIA,DOMICILIO,"70 - 79",F,1
CE,PNEUMONIA,DOMICILIO,"70 - 79",M,2
CE,PNEUMONIA,HOSPITAL,"70 - 79",F,14
CE,PNEUMONIA,HOSPITAL,"70 - 79",M,24
CE,PNEUMONIA,IGNORADO,"70 - 79",F,3
CE,PNEUMONIA,IGNORADO,"70 - 79",M,3
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
CE,SEPTICEMIA,HOSPITAL,"70 - 79",F,9
CE,SEPTICEMIA,HOSPITAL,"70 - 79",M,18
CE,SEPTICEMIA,IGNORADO,"70 - 79",M,2
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"70 - 79",M,1
CE,SRAG,DOMICILIO,"70 - 79",M,1
CE,SRAG,HOSPITAL,"70 - 79",M,1
CE,SRAG,IGNORADO,"70 - 79",F,1
DF,OUTRAS,DOMICILIO,"70 - 79",F,6
DF,OUTRAS,DOMICILIO,"70 - 79",M,8
DF,OUTRAS,HOSPITAL,"70 - 79",F,32
DF,OUTRAS,HOSPITAL,"70 - 79",M,26
DF,OUTRAS,IGNORADO,"70 - 79",F,1
DF,OUTRAS,OUTRO,"70 - 79",F,1
DF,OUTRAS,OUTRO,"70 - 79",M,2
DF,COVID,HOSPITAL,"70 - 79",F,13
DF,COVID,HOSPITAL,"70 - 79",M,21
DF,INDETERMINADA,HOSPITAL,"70 - 79",M,1
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"70 - 79",M,1
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"70 - 79",M,2
DF,PNEUMONIA,DOMICILIO,"70 - 79",F,1
DF,PNEUMONIA,HOSPITAL,"70 - 79",F,10
